Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
4,6,1545.6200000000001,5,5,4,14,Champion
29,7,1705.78,4,5,4,13,Champion
282,2,110.38000000000001,1,3,1,5,At Risk
57,1,243.84,3,2,1,6,At Risk
1,10,1196.5,5,5,4,14,Champion
365,1,414.88,1,2,2,5,At Risk
89,1,305.62,2,2,2,6,At Risk
11,1,1162.65,5,2,4,11,Loyal
163,4,1594.23,2,4,4,10,Loyal
65,1,332.3,3,2,2,7,Potential
23,3,536.99,4,4,3,11,Loyal
174,2,460.59,2,3,2,7,Potential
103,4,762.16,2,4,3,9,Potential
143,3,1121.59,2,4,4,10,Loyal
99,2,288.42,2,3,2,7,Potential
23,5,914.69,4,4,3,11,Loyal
192,1,309.54,1,2,2,5,At Risk
5,2,547.07,5,3,3,11,Loyal
361,1,479.35,1,2,2,5,At Risk
8,10,1652.18,5,5,4,14,Champion
14,21,6416.7,4,5,5,14,Champion
103,4,417.06,2,4,2,8,Potential
3,9,1604.75,5,5,4,14,Champion
11,11,3349.57,5,5,5,15,Champion
96,1,497.61,2,2,3,7,Potential
227,1,358.38,1,2,2,5,At Risk
16,2,460.64,4,3,2,9,Potential
39,2,775.1800000000001,3,3,3,9,Potential
51,1,341.7,3,2,2,7,Potential
93,2,128.5,2,3,1,6,At Risk
157,1,197.22,2,2,1,5,At Risk
39,1,325.91,3,2,2,7,Potential
184,3,199.15,1,4,1,6,At Risk
1,4,1106.53,5,4,4,13,Champion
228,1,413.46,1,2,2,5,At Risk
128,2,180.85,2,3,1,6,At Risk
40,2,251.87,3,3,2,8,Potential
31,11,3170.98,4,5,5,14,Champion
197,2,588.85,1,3,3,7,Potential
9,34,16594.35,5,5,5,15,Champion
37,6,1869.82,3,5,4,12,Loyal
101,3,1264.19,2,4,4,10,Loyal
43,16,10196.57,3,5,5,13,Champion
50,1,214.32,3,2,1,6,At Risk
43,1,193.44,3,2,1,6,At Risk
53,1,281.42,3,2,2,7,Potential
187,1,124.57,1,2,1,4,At Risk
334,1,332.41,1,2,2,5,At Risk
4,3,342.45,5,4,2,11,Loyal
10,2,144.91000000000003,5,3,1,9,Potential
24,2,328.4,4,3,2,9,Potential
15,1,35.400000000000006,4,2,1,7,Potential
369,1,375.69000000000005,1,2,2,5,At Risk
145,2,747.81,2,3,3,8,Potential
60,2,173.76,3,3,1,7,Potential
31,2,502.8,4,3,3,10,Loyal
141,3,207.73999999999998,2,4,1,7,Potential
23,4,817.12,4,4,3,11,Loyal
22,6,2812.34,4,5,5,14,Champion
77,3,680.02,2,4,3,9,Potential
5,6,7123.62,5,5,5,15,Champion
67,5,2095.53,3,4,5,12,Loyal
12,6,846.62,5,5,3,13,Champion
84,1,13.3,2,2,1,5,At Risk
31,7,1491.43,4,5,4,13,Champion
67,1,432.0,3,2,2,7,Potential
67,3,705.12,3,4,3,10,Loyal
187,2,272.48,1,3,2,6,At Risk
38,2,429.84000000000003,3,3,2,8,Potential
15,3,450.41,4,4,2,10,Loyal
35,1,192.32999999999998,3,2,1,6,At Risk
195,3,1578.67,1,4,4,9,Potential
2,5,742.43,5,4,3,12,Loyal
1,5,518.19,5,4,3,12,Loyal
367,1,145.93,1,2,1,4,At Risk
65,1,202.27,3,2,1,6,At Risk
299,2,289.78,1,3,2,6,At Risk
26,3,501.03,4,4,3,11,Loyal
8,6,1271.06,5,5,4,14,Champion
17,3,887.11,4,4,3,11,Loyal
116,1,1706.88,2,2,4,8,Potential
29,1,363.2,4,2,2,8,Potential
4,16,3653.75,5,5,5,15,Champion
5,7,3037.6,5,5,5,15,Champion
82,4,559.59,2,4,3,9,Potential
29,5,928.76,4,4,3,11,Loyal
72,1,379.14,3,2,2,7,Potential
4,8,1508.96,5,5,4,14,Champion
29,11,2555.58,4,5,5,14,Champion
290,1,113.44,1,2,1,4,At Risk
36,1,183.76,3,2,1,6,At Risk
9,6,621.6800000000001,5,5,3,13,Champion
24,2,562.41,4,3,3,10,Loyal
277,1,391.52,1,2,2,5,At Risk
50,6,1068.82,3,5,4,12,Loyal
156,11,2592.25,2,5,5,12,Loyal
61,1,154.18,3,2,1,6,At Risk
12,19,7069.08,5,5,5,15,Champion
21,3,829.89,4,4,3,11,Loyal
371,1,230.25,1,2,1,4,At Risk
116,3,543.05,2,4,3,9,Potential
80,17,2814.7,2,5,5,12,Loyal
4,7,1295.39,5,5,4,14,Champion
26,3,378.89,4,4,2,10,Loyal
5,21,4554.87,5,5,5,15,Champion
53,1,150.23000000000002,3,2,1,6,At Risk
1,2,563.23,5,3,3,11,Loyal
55,2,931.03,3,3,3,9,Potential
26,1,261.9,4,2,2,8,Potential
9,4,2711.6800000000003,5,4,5,14,Champion
52,3,3049.88,3,4,5,12,Loyal
13,9,1904.99,5,5,4,14,Champion
212,3,816.73,1,4,3,8,Potential
22,19,4345.5,4,5,5,14,Champion
236,1,406.48,1,2,2,5,At Risk
139,3,435.02,2,4,2,8,Potential
4,6,1286.27,5,5,4,14,Champion
57,3,1178.56,3,4,4,11,Loyal
135,3,1277.75,2,4,4,10,Loyal
109,2,167.61,2,3,1,6,At Risk
30,1,20.8,4,2,1,7,Potential
1,9,2085.08,5,5,5,15,Champion
185,4,518.67,1,4,3,8,Potential
18,1,308.74,4,2,2,8,Potential
239,2,416.64,1,3,2,6,At Risk
87,1,117.35000000000001,2,2,1,5,At Risk
39,3,507.05,3,4,3,10,Loyal
116,1,234.17,2,2,1,5,At Risk
187,1,110.55000000000001,1,2,1,4,At Risk
227,1,201.19,1,2,1,4,At Risk
8,7,2154.97,5,5,5,15,Champion
189,1,319.02,1,2,2,5,At Risk
4,2,439.43,5,3,2,10,Loyal
39,3,650.41,3,4,3,10,Loyal
38,1,357.21,3,2,2,7,Potential
267,1,251.51999999999998,1,2,2,5,At Risk
78,1,344.33,2,2,2,6,At Risk
4,6,1852.0,5,5,4,14,Champion
255,2,1028.46,1,3,4,8,Potential
61,1,384.06,3,2,2,7,Potential
13,7,1905.87,5,5,4,14,Champion
88,2,4459.52,2,3,5,10,Loyal
17,10,5464.12,4,5,5,14,Champion
30,2,1873.2,4,3,4,11,Loyal
3,7,1616.8,5,5,4,14,Champion
5,1,126.12,5,2,1,8,Potential
7,6,1133.25,5,5,4,14,Champion
219,1,179.0,1,2,1,4,At Risk
11,5,1614.31,5,4,4,13,Champion
30,6,1456.96,4,5,4,13,Champion
288,3,702.0,1,4,3,8,Potential
150,4,295.0,2,4,2,8,Potential
23,2,484.82,4,3,2,9,Potential
1,11,3989.57,5,5,5,15,Champion
86,3,1493.73,2,4,4,10,Loyal
46,2,1312.1399999999999,3,3,4,10,Loyal
5,4,781.78,5,4,3,12,Loyal
51,6,889.9300000000001,3,5,3,11,Loyal
18,1,195.36,4,2,1,7,Potential
30,1,270.9,4,2,2,8,Potential
8,3,583.4300000000001,5,4,3,12,Loyal
29,3,1838.6100000000001,4,4,4,12,Loyal
3,20,8694.26,5,5,5,15,Champion
41,2,920.1,3,3,3,9,Potential
11,4,1258.08,5,4,4,13,Champion
31,1,71.0,4,2,1,7,Potential
45,3,95.85,3,4,1,8,Potential
61,3,357.77,3,4,2,9,Potential
185,2,154.82999999999998,1,3,1,5,At Risk
79,6,877.5600000000001,2,5,3,10,Loyal
111,2,716.0,2,3,3,8,Potential
64,1,146.87,3,2,1,6,At Risk
12,2,380.35,5,3,2,10,Loyal
86,3,1030.14,2,4,4,10,Loyal
16,3,745.52,4,4,3,11,Loyal
246,2,433.53000000000003,1,3,2,6,At Risk
88,1,1267.32,2,2,4,8,Potential
30,1,112.4,4,2,1,7,Potential
138,1,449.73,2,2,2,6,At Risk
27,3,1071.49,4,4,4,12,Loyal
3,5,1036.58,5,4,4,13,Champion
32,4,1735.18,4,4,4,12,Loyal
25,1,948.48,4,2,4,10,Loyal
113,3,339.44,2,4,2,8,Potential
157,1,642.02,2,2,3,7,Potential
85,3,1100.9,2,4,4,10,Loyal
118,3,925.35,2,4,3,9,Potential
3,9,5655.03,5,5,5,15,Champion
96,6,3185.64,2,5,5,12,Loyal
194,1,240.89000000000001,1,2,1,4,At Risk
28,1,399.09,4,2,2,8,Potential
131,1,498.48,2,2,3,7,Potential
28,5,1356.33,4,4,4,12,Loyal
82,3,1179.89,2,4,4,10,Loyal
30,5,3080.39,4,4,5,13,Champion
266,1,234.24,1,2,1,4,At Risk
74,11,5232.2300000000005,2,5,5,12,Loyal
314,4,533.33,1,4,3,8,Potential
21,7,1461.14,4,5,4,13,Champion
59,3,855.45,3,4,3,10,Loyal
12,21,4552.14,5,5,5,15,Champion
28,9,2709.7000000000003,4,5,5,14,Champion
114,1,304.24,2,2,2,6,At Risk
28,9,2429.03,4,5,5,14,Champion
18,4,1446.09,4,4,4,12,Loyal
18,4,834.12,4,4,3,11,Loyal
36,3,841.0799999999999,3,4,3,10,Loyal
36,2,378.2,3,3,2,8,Potential
78,1,118.80000000000001,2,2,1,5,At Risk
22,2,287.62,4,3,2,9,Potential
25,2,288.91,4,3,2,9,Potential
33,2,2003.85,4,3,4,11,Loyal
109,3,1405.78,2,4,4,10,Loyal
35,2,2747.9900000000002,3,3,5,11,Loyal
123,5,1562.4,2,4,4,10,Loyal
7,6,2050.08,5,5,4,14,Champion
28,4,1991.01,4,4,4,12,Loyal
4,7,1974.65,5,5,4,14,Champion
3,9,3827.76,5,5,5,15,Champion
50,4,1774.03,3,4,4,11,Loyal
322,1,302.0,1,2,2,5,At Risk
23,3,1324.16,4,4,4,12,Loyal
15,4,1022.13,4,4,4,12,Loyal
2,8,954.42,5,5,4,14,Champion
18,2,971.74,4,3,4,11,Loyal
10,4,1621.73,5,4,4,13,Champion
262,1,25.5,1,2,1,4,At Risk
159,2,665.78,2,3,3,8,Potential
33,6,10797.48,4,5,5,14,Champion
29,6,881.29,4,5,3,12,Loyal
165,1,163.29999999999998,2,2,1,5,At Risk
47,1,231.61,3,2,1,6,At Risk
6,8,801.12,5,5,3,13,Champion
8,3,837.5,5,4,3,12,Loyal
288,1,116.19999999999999,1,2,1,4,At Risk
318,1,157.02,1,2,1,4,At Risk
3,2,606.91,5,3,3,11,Loyal
233,1,307.46,1,2,2,5,At Risk
119,1,138.32,2,2,1,5,At Risk
162,1,345.29999999999995,2,2,2,6,At Risk
185,1,294.24,1,2,2,5,At Risk
50,1,230.5,3,2,1,6,At Risk
152,5,989.45,2,4,4,10,Loyal
335,1,157.09,1,2,1,4,At Risk
5,5,2463.17,5,4,5,14,Champion
16,7,4892.240000000001,4,5,5,14,Champion
107,2,413.2,2,3,2,7,Potential
16,7,1139.73,4,5,4,13,Champion
276,1,380.5,1,2,2,5,At Risk
16,12,10650.77,4,5,5,14,Champion
247,1,454.12,1,2,2,5,At Risk
239,1,579.0,1,2,3,6,At Risk
1,2,984.57,5,3,4,12,Loyal
106,3,749.78,2,4,3,9,Potential
23,4,1714.59,4,4,4,12,Loyal
52,1,124.88,3,2,1,6,At Risk
195,3,1689.5,1,4,4,9,Potential
24,1,213.78,4,2,1,7,Potential
75,1,329.34,2,2,2,6,At Risk
18,2,251.70000000000002,4,3,2,9,Potential
8,2,319.0,5,3,2,10,Loyal
32,3,1266.97,4,4,4,12,Loyal
22,3,1538.88,4,4,4,12,Loyal
31,6,3518.03,4,5,5,14,Champion
29,10,1715.46,4,5,4,13,Champion
22,2,293.1,4,3,2,9,Potential
33,7,2467.35,4,5,5,14,Champion
284,1,158.68,1,2,1,4,At Risk
39,2,206.34,3,3,1,7,Potential
58,2,835.78,3,3,3,9,Potential
289,1,224.91,1,2,1,4,At Risk
79,1,317.76,2,2,2,6,At Risk
5,8,3766.6,5,5,5,15,Champion
218,1,59.9,1,2,1,4,At Risk
44,4,1443.69,3,4,4,11,Loyal
202,1,306.13,1,2,2,5,At Risk
178,3,711.79,2,4,3,9,Potential
56,4,783.97,3,4,3,10,Loyal
57,2,239.92000000000002,3,3,1,7,Potential
8,6,3347.31,5,5,5,15,Champion
47,2,144.0,3,3,1,7,Potential
227,1,203.95,1,2,1,4,At Risk
11,7,2474.23,5,5,5,15,Champion
106,2,383.75,2,3,2,7,Potential
59,2,444.74,3,3,2,8,Potential
28,7,2093.68,4,5,5,14,Champion
36,7,1699.3000000000002,3,5,4,12,Loyal
274,2,262.62,1,3,2,6,At Risk
30,1,1013.01,4,2,4,10,Loyal
24,3,692.22,4,4,3,11,Loyal
54,1,289.78,3,2,2,7,Potential
36,6,3560.08,3,5,5,13,Champion
175,4,1564.56,2,4,4,10,Loyal
54,1,384.08,3,2,2,7,Potential
53,1,204.24,3,2,1,6,At Risk
27,8,2317.2200000000003,4,5,5,14,Champion
253,1,226.85,1,2,1,4,At Risk
40,7,2781.23,3,5,5,13,Champion
60,6,1059.1200000000001,3,5,4,12,Loyal
234,1,113.5,1,2,1,4,At Risk
4,10,1951.97,5,5,4,14,Champion
32,1,114.23,4,2,1,7,Potential
24,14,3187.55,4,5,5,14,Champion
7,2,334.48,5,3,2,10,Loyal
65,1,328.65,3,2,2,7,Potential
310,2,416.89,1,3,2,6,At Risk
309,1,393.49,1,2,2,5,At Risk
19,6,939.32,4,5,4,13,Champion
16,8,1906.09,4,5,4,13,Champion
96,2,318.76,2,3,2,7,Potential
264,8,3638.41,1,5,5,11,Loyal
12,10,3124.72,5,5,5,15,Champion
3,2,417.77,5,3,2,10,Loyal
35,1,190.88,3,2,1,6,At Risk
183,1,149.89000000000001,1,2,1,4,At Risk
25,2,550.06,4,3,3,10,Loyal
13,6,916.13,5,5,3,13,Champion
11,2,314.69,5,3,2,10,Loyal
3,17,3719.1,5,5,5,15,Champion
313,1,382.5,1,2,2,5,At Risk
108,2,1135.04,2,3,4,9,Potential
1,26,8540.05,5,5,5,15,Champion
53,1,954.9,3,2,4,9,Potential
205,1,171.45,1,2,1,4,At Risk
15,1,280.09000000000003,4,2,2,8,Potential
120,1,318.65,2,2,2,6,At Risk
4,2,381.97,5,3,2,10,Loyal
363,1,269.83,1,2,2,5,At Risk
117,2,348.91,2,3,2,7,Potential
18,1,178.26,4,2,1,7,Potential
5,2,271.19,5,3,2,10,Loyal
41,2,291.48,3,3,2,8,Potential
107,2,240.0,2,3,1,6,At Risk
148,2,581.23,2,3,3,8,Potential
52,5,1253.3600000000001,3,4,4,11,Loyal
208,1,63.440000000000005,1,2,1,4,At Risk
139,2,550.01,2,3,3,8,Potential
2,3,296.58,5,4,2,11,Loyal
127,2,317.2,2,3,2,7,Potential
108,4,763.64,2,4,3,9,Potential
42,4,2148.63,3,4,5,12,Loyal
35,1,107.82,3,2,1,6,At Risk
228,2,1065.3500000000001,1,3,4,8,Potential
241,1,246.04,1,2,1,4,At Risk
58,1,187.82999999999998,3,2,1,6,At Risk
130,3,1685.46,2,4,4,10,Loyal
60,6,1647.48,3,5,4,12,Loyal
22,1,151.37,4,2,1,7,Potential
26,7,1049.06,4,5,4,13,Champion
9,7,1417.63,5,5,4,14,Champion
32,3,931.02,4,4,3,11,Loyal
4,2,513.01,5,3,3,11,Loyal
308,1,550.8000000000001,1,2,3,6,At Risk
8,9,1854.06,5,5,4,14,Champion
29,3,547.0,4,4,3,11,Loyal
17,1,128.18,4,2,1,7,Potential
101,2,498.42,2,3,3,8,Potential
12,4,656.61,5,4,3,12,Loyal
21,1,163.24,4,2,1,7,Potential
15,5,1135.63,4,4,4,12,Loyal
361,1,250.04,1,2,2,5,At Risk
11,19,8631.31,5,5,5,15,Champion
95,1,82.75,2,2,1,5,At Risk
78,2,1384.85,2,3,4,9,Potential
139,3,644.3,2,4,3,9,Potential
31,1,2328.84,4,2,5,11,Loyal
25,8,2527.92,4,5,5,14,Champion
2,38,6281.23,5,5,5,15,Champion
46,3,2600.34,3,4,5,12,Loyal
100,3,1200.6200000000001,2,4,4,10,Loyal
8,2,657.16,5,3,3,11,Loyal
15,7,906.52,4,5,3,12,Loyal
18,4,986.48,4,4,4,12,Loyal
280,1,96.8,1,2,1,4,At Risk
14,2,523.11,4,3,3,10,Loyal
23,2,363.9,4,3,2,9,Potential
124,1,175.2,2,2,1,5,At Risk
86,1,494.25,2,2,3,7,Potential
302,2,307.02,1,3,2,6,At Risk
151,4,1981.06,2,4,4,10,Loyal
17,8,6493.54,4,5,5,14,Champion
94,2,243.36,2,3,1,6,At Risk
30,11,12353.29,4,5,5,14,Champion
157,3,682.29,2,4,3,9,Potential
355,1,193.64,1,2,1,4,At Risk
46,1,157.62,3,2,1,6,At Risk
15,4,519.6899999999999,4,4,3,11,Loyal
4,15,2622.88,5,5,5,15,Champion
86,1,228.96,2,2,1,5,At Risk
15,5,1156.6,4,4,4,12,Loyal
179,1,98.25,2,2,1,5,At Risk
8,4,1281.32,5,4,4,13,Champion
36,3,587.15,3,4,3,10,Loyal
129,2,1740.0,2,3,4,9,Potential
51,1,1393.06,3,2,4,9,Potential
312,1,178.22,1,2,1,4,At Risk
24,2,384.39,4,3,2,9,Potential
303,2,360.81,1,3,2,6,At Risk
11,1,127.86,5,2,1,8,Potential
17,3,568.24,4,4,3,11,Loyal
49,3,488.2,3,4,3,10,Loyal
239,2,312.23,1,3,2,6,At Risk
1,11,4462.68,5,5,5,15,Champion
13,8,4767.36,5,5,5,15,Champion
238,1,167.55,1,2,1,4,At Risk
23,8,1878.87,4,5,4,13,Champion
73,4,446.18,2,4,2,8,Potential
17,3,418.4,4,4,2,10,Loyal
41,8,1337.18,3,5,4,12,Loyal
40,4,646.92,3,4,3,10,Loyal
219,2,495.77,1,3,3,7,Potential
199,3,400.1,1,4,2,7,Potential
71,2,203.2,3,3,1,7,Potential
24,20,4058.32,4,5,5,14,Champion
11,1,389.71999999999997,5,2,2,9,Potential
9,29,20275.61,5,5,5,15,Champion
65,1,65.4,3,2,1,6,At Risk
4,1,193.39000000000001,5,2,1,8,Potential
19,2,336.4,4,3,2,9,Potential
15,1,256.11,4,2,2,8,Potential
8,6,2686.42,5,5,5,15,Champion
20,2,746.81,4,3,3,10,Loyal
78,4,1259.56,2,4,4,10,Loyal
1,34,31833.68,5,5,5,15,Champion
164,2,508.8,2,3,3,8,Potential
307,2,417.27,1,3,2,6,At Risk
219,1,203.86999999999998,1,2,1,4,At Risk
39,8,7330.8,3,5,5,13,Champion
22,2,681.41,4,3,3,10,Loyal
115,3,653.38,2,4,3,9,Potential
126,5,2097.84,2,4,5,11,Loyal
5,13,2633.85,5,5,5,15,Champion
36,1,263.92,3,2,2,7,Potential
4,15,31906.82,5,5,5,15,Champion
1,3,1031.41,5,4,4,13,Champion
333,3,2184.42,1,4,5,10,Loyal
163,1,32.65,2,2,1,5,At Risk
185,2,771.85,1,3,3,7,Potential
16,5,1214.72,4,4,4,12,Loyal
12,3,778.94,5,4,3,12,Loyal
3,7,1258.06,5,5,4,14,Champion
44,2,778.0,3,3,3,9,Potential
80,1,507.84,2,2,3,7,Potential
30,7,6893.42,4,5,5,14,Champion
42,2,463.46000000000004,3,3,2,8,Potential
11,12,4226.57,5,5,5,15,Champion
50,3,598.83,3,4,3,10,Loyal
16,6,1979.37,4,5,4,13,Champion
46,2,698.41,3,3,3,9,Potential
19,2,759.17,4,3,3,10,Loyal
8,6,5037.26,5,5,5,15,Champion
72,1,100.8,3,2,1,6,At Risk
1,28,17256.85,5,5,5,15,Champion
128,3,524.9200000000001,2,4,3,9,Potential
33,2,265.76,4,3,2,9,Potential
313,1,403.3,1,2,2,5,At Risk
18,2,365.76,4,3,2,9,Potential
88,1,303.15999999999997,2,2,2,6,At Risk
2,7,2373.82,5,5,5,15,Champion
2,2,216.29999999999998,5,3,1,9,Potential
254,1,388.45000000000005,1,2,2,5,At Risk
157,3,186.42000000000002,2,4,1,7,Potential
37,6,2248.56,3,5,5,13,Champion
220,1,534.24,1,2,3,6,At Risk
148,3,2940.04,2,4,5,11,Loyal
177,2,120.9,2,3,1,6,At Risk
40,2,541.53,3,3,3,9,Potential
2,7,2519.21,5,5,5,15,Champion
8,46,194390.79,5,5,5,15,Champion
1,7,1721.4,5,5,4,14,Champion
18,2,486.71999999999997,4,3,2,9,Potential
192,4,517.53,1,4,3,8,Potential
204,1,131.7,1,2,1,4,At Risk
365,1,249.86,1,2,2,5,At Risk
127,5,1737.7,2,4,4,10,Loyal
15,1,316.5,4,2,2,8,Potential
43,2,657.3,3,3,3,9,Potential
94,6,622.4300000000001,2,5,3,10,Loyal
23,3,735.82,4,4,3,11,Loyal
60,2,675.69,3,3,3,9,Potential
16,5,1875.86,4,4,4,12,Loyal
158,1,289.96000000000004,2,2,2,6,At Risk
10,2,763.28,5,3,3,11,Loyal
10,2,137.0,5,3,1,9,Potential
16,5,1870.97,4,4,4,12,Loyal
45,5,1125.07,3,4,4,11,Loyal
191,3,697.54,1,4,3,8,Potential
79,1,194.37,2,2,1,5,At Risk
78,1,511.82,2,2,3,7,Potential
4,4,1255.59,5,4,4,13,Champion
65,3,414.04,3,4,2,9,Potential
261,1,396.87,1,2,2,5,At Risk
59,2,376.64,3,3,2,8,Potential
1,7,2092.32,5,5,5,15,Champion
1,10,3558.87,5,5,5,15,Champion
248,1,374.57,1,2,2,5,At Risk
8,2,497.56,5,3,3,11,Loyal
359,1,271.05,1,2,2,5,At Risk
76,1,272.22,2,2,2,6,At Risk
290,1,622.88,1,2,3,6,At Risk
17,3,1138.0,4,4,4,12,Loyal
221,2,288.6,1,3,2,6,At Risk
9,4,689.1,5,4,3,12,Loyal
3,2,558.96,5,3,3,11,Loyal
206,9,2997.0299999999997,1,5,5,11,Loyal
162,2,1145.84,2,3,4,9,Potential
76,1,302.2,2,2,2,6,At Risk
262,2,605.58,1,3,3,7,Potential
281,1,387.31,1,2,2,5,At Risk
58,8,6083.64,3,5,5,13,Champion
25,1,308.48,4,2,2,8,Potential
3,31,91062.38,5,5,5,15,Champion
29,10,2924.9900000000002,4,5,5,14,Champion
72,1,513.2,3,2,3,8,Potential
128,1,208.65,2,2,1,5,At Risk
31,4,639.02,4,4,3,11,Loyal
15,5,764.88,4,4,3,11,Loyal
309,1,153.94,1,2,1,4,At Risk
17,6,1844.02,4,5,4,13,Champion
54,1,546.81,3,2,3,8,Potential
30,3,723.2099999999999,4,4,3,11,Loyal
2,5,1070.71,5,4,4,13,Champion
11,4,652.74,5,4,3,12,Loyal
361,1,145.0,1,2,1,4,At Risk
360,1,422.70000000000005,1,2,2,5,At Risk
5,4,1195.8999999999999,5,4,4,13,Champion
54,4,939.37,3,4,4,11,Loyal
1,8,3628.5,5,5,5,15,Champion
1,10,2367.12,5,5,5,15,Champion
190,1,296.7,1,2,2,5,At Risk
54,1,223.36,3,2,1,6,At Risk
280,1,164.4,1,2,1,4,At Risk
177,1,76.5,2,2,1,5,At Risk
30,2,887.67,4,3,3,10,Loyal
26,1,98.42,4,2,1,7,Potential
25,2,578.9,4,3,3,10,Loyal
270,1,170.75,1,2,1,4,At Risk
43,3,642.32,3,4,3,10,Loyal
234,1,103.3,1,2,1,4,At Risk
24,2,148.86,4,3,1,8,Potential
197,3,267.16,1,4,2,7,Potential
359,1,290.34,1,2,2,5,At Risk
60,4,930.41,3,4,3,10,Loyal
130,1,1487.6,2,2,4,8,Potential
1,5,1952.45,5,4,4,13,Champion
20,2,480.31,4,3,2,9,Potential
206,1,157.9,1,2,1,4,At Risk
14,3,541.46,4,4,3,11,Loyal
95,4,854.95,2,4,3,9,Potential
19,1,165.12,4,2,1,7,Potential
14,7,1122.38,4,5,4,13,Champion
24,3,454.01,4,4,2,10,Loyal
8,2,869.77,5,3,3,11,Loyal
7,8,4331.48,5,5,5,15,Champion
332,1,344.14,1,2,2,5,At Risk
50,4,1425.67,3,4,4,11,Loyal
71,4,226.75000000000003,3,4,1,8,Potential
29,3,380.6,4,4,2,10,Loyal
243,1,185.65,1,2,1,4,At Risk
8,19,3564.83,5,5,5,15,Champion
218,1,143.45999999999998,1,2,1,4,At Risk
5,3,448.90000000000003,5,4,2,11,Loyal
253,3,215.72,1,4,1,6,At Risk
1,25,11025.24,5,5,5,15,Champion
236,1,175.27,1,2,1,4,At Risk
7,2,1242.3,5,3,4,12,Loyal
109,4,1116.68,2,4,4,10,Loyal
100,3,1240.2,2,4,4,10,Loyal
60,4,2404.17,3,4,5,12,Loyal
2,3,1468.02,5,4,4,13,Champion
73,7,2203.67,2,5,5,12,Loyal
4,5,3923.86,5,4,5,14,Champion
85,2,993.18,2,3,4,9,Potential
12,2,386.69,5,3,2,10,Loyal
23,7,2806.69,4,5,5,14,Champion
214,1,2044.3700000000001,1,2,4,7,Potential
18,1,161.67000000000002,4,2,1,7,Potential
239,1,116.00999999999999,1,2,1,4,At Risk
2,6,5054.42,5,5,5,15,Champion
78,1,394.72,2,2,2,6,At Risk
217,2,309.36,1,3,2,6,At Risk
33,2,191.99,4,3,1,8,Potential
41,5,1105.78,3,4,4,11,Loyal
7,15,3961.12,5,5,5,15,Champion
53,6,2048.45,3,5,4,12,Loyal
23,14,4544.55,4,5,5,14,Champion
57,1,386.32,3,2,2,7,Potential
130,3,329.6,2,4,2,8,Potential
174,3,571.1999999999999,2,4,3,9,Potential
6,3,930.28,5,4,3,12,Loyal
312,1,214.37,1,2,1,4,At Risk
60,1,81.44,3,2,1,6,At Risk
21,3,1379.9,4,4,4,12,Loyal
33,1,527.0500000000001,4,2,3,9,Potential
15,2,843.48,4,3,3,10,Loyal
18,4,2020.4,4,4,4,12,Loyal
81,1,75.75,2,2,1,5,At Risk
6,8,1814.12,5,5,4,14,Champion
170,2,503.59999999999997,2,3,3,8,Potential
2,3,528.33,5,4,3,12,Loyal
31,4,1324.84,4,4,4,12,Loyal
36,9,2358.59,3,5,5,13,Champion
19,1,285.56,4,2,2,8,Potential
31,2,547.0600000000001,4,3,3,10,Loyal
276,1,108.5,1,2,1,4,At Risk
87,1,621.66,2,2,3,7,Potential
120,2,712.29,2,3,3,8,Potential
373,1,101.55,1,2,1,4,At Risk
1,11,2895.64,5,5,5,15,Champion
219,3,1008.39,1,4,4,9,Potential
65,1,133.06,3,2,1,6,At Risk
61,4,1797.5,3,4,4,11,Loyal
138,1,868.49,2,2,3,7,Potential
21,1,166.08,4,2,1,7,Potential
12,10,3945.0,5,5,5,15,Champion
25,12,4867.72,4,5,5,14,Champion
37,4,1207.56,3,4,4,11,Loyal
277,1,117.55,1,2,1,4,At Risk
11,7,2638.94,5,5,5,15,Champion
73,5,1674.69,2,4,4,10,Loyal
26,2,595.42,4,3,3,10,Loyal
17,12,2999.46,4,5,5,14,Champion
141,1,178.75,2,2,1,5,At Risk
26,7,1802.91,4,5,4,13,Champion
19,2,604.64,4,3,3,10,Loyal
4,2,728.16,5,3,3,11,Loyal
66,5,2055.51,3,4,5,12,Loyal
1,2,347.75,5,3,2,10,Loyal
43,7,3406.7200000000003,3,5,5,13,Champion
228,1,205.7,1,2,1,4,At Risk
16,4,1572.71,4,4,4,12,Loyal
50,2,3178.17,3,3,5,11,Loyal
2,6,1594.97,5,5,4,14,Champion
74,2,551.04,2,3,3,8,Potential
1,31,20374.28,5,5,5,15,Champion
4,6,1371.18,5,5,4,14,Champion
2,30,16345.38,5,5,5,15,Champion
264,1,298.11,1,2,2,5,At Risk
53,2,1992.1100000000001,3,3,4,10,Loyal
24,1,184.4,4,2,1,7,Potential
10,6,2474.33,5,5,5,15,Champion
44,1,239.41,3,2,1,6,At Risk
17,7,3155.83,4,5,5,14,Champion
7,7,5739.46,5,5,5,15,Champion
30,15,4726.8,4,5,5,14,Champion
358,2,290.40000000000003,1,3,2,6,At Risk
127,4,740.9399999999999,2,4,3,9,Potential
137,1,200.47,2,2,1,5,At Risk
142,1,283.12,2,2,2,6,At Risk
132,2,765.34,2,3,3,8,Potential
38,8,2285.71,3,5,5,13,Champion
236,1,338.95,1,2,2,5,At Risk
261,1,154.95,1,2,1,4,At Risk
